carrier_loss,avg_msg_loss,timestamp,epoch_carrier_loss,epoch_avg_msg_loss,lr,val epoch carrier loss,val epoch msg loss,val epoch carrier SnR,val epoch msg SnR
0.03213651478290558,0.022108089178800583,2022-05-02 01:08:10.480496,,,,,,,
0.027369461953639984,0.019024644047021866,2022-05-02 01:08:11.086852,,,,,,,
0.030833013355731964,0.028272725641727448,2022-05-02 01:08:11.692719,,,,,,,
0.02026749774813652,0.02424180507659912,2022-05-02 01:08:12.297236,,,,,,,
0.02363600581884384,0.023186322301626205,2022-05-02 01:08:12.906355,,,,,,,
0.025591714307665825,0.03022731840610504,2022-05-02 01:08:13.515625,,,,,,,
0.019529500976204872,0.024002118036150932,2022-05-02 01:08:14.124646,,,,,,,
0.01938115991652012,0.02726776711642742,2022-05-02 01:08:14.730234,,,,,,,
0.02366994135081768,0.02949386090040207,2022-05-02 01:08:15.336480,,,,,,,
0.014417464844882488,0.02168334275484085,2022-05-02 01:08:15.944272,,,,,,,
0.03179790824651718,0.022191191092133522,2022-05-02 01:08:16.550412,,,,,,,
0.017381638288497925,0.020482391119003296,2022-05-02 01:08:17.159611,,,,,,,
0.025563513860106468,0.028241081163287163,2022-05-02 01:08:17.764147,,,,,,,
0.0193889569491148,0.027541380375623703,2022-05-02 01:08:18.370088,,,,,,,
0.018406366929411888,0.02342638000845909,2022-05-02 01:08:18.978573,,,,,,,
0.01447386760264635,0.025728393346071243,2022-05-02 01:08:19.584151,,,,,,,
0.01835179515182972,0.026224400848150253,2022-05-02 01:08:20.190512,,,,,,,
0.02142290584743023,0.02689380943775177,2022-05-02 01:08:20.802169,,,,,,,
0.016414644196629524,0.016955291852355003,2022-05-02 01:08:21.407792,,,,,,,
0.01566249318420887,0.0208812914788723,2022-05-02 01:08:22.013523,,,,,,,
0.01536497101187706,0.02740895003080368,2022-05-02 01:08:22.630041,,,,,,,
0.014077899977564812,0.02763439156115055,2022-05-02 01:08:23.235539,,,,,,,
0.010066748596727848,0.024456068873405457,2022-05-02 01:08:23.840532,,,,,,,
0.012541370466351509,0.026829775422811508,2022-05-02 01:08:24.446781,,,,,,,
0.012794128619134426,0.02294556424021721,2022-05-02 01:08:25.052279,,,,,,,
0.008190425112843513,0.02221926487982273,2022-05-02 01:08:25.659268,,,,,,,
0.006915207486599684,0.025391733273863792,2022-05-02 01:08:26.264701,,,,,,,
0.008602084591984749,0.021816059947013855,2022-05-02 01:08:26.870716,,,,,,,
0.011148952879011631,0.024717845022678375,2022-05-02 01:08:27.477198,,,,,,,
0.004794660024344921,0.021294187754392624,2022-05-02 01:08:28.084378,,,,,,,
0.007686768192797899,0.025951441377401352,2022-05-02 01:08:28.692896,,,,,,,
0.006638864986598492,0.02593052387237549,2022-05-02 01:08:29.297583,,,,,,,
0.006058659870177507,0.024552758783102036,2022-05-02 01:08:29.902784,,,,,,,
0.005017867311835289,0.030511051416397095,2022-05-02 01:08:30.508560,,,,,,,
0.005792825482785702,0.02314409241080284,2022-05-02 01:08:31.113593,,,,,,,
0.004420404322445393,0.02192206121981144,2022-05-02 01:08:31.720122,,,,,,,
0.006784332450479269,0.024186480790376663,2022-05-02 01:08:32.325519,,,,,,,
0.006190268788486719,0.021446578204631805,2022-05-02 01:08:32.934576,,,,,,,
0.005410773679614067,0.02365121617913246,2022-05-02 01:08:33.545054,,,,,,,
0.0036426123697310686,0.024125050753355026,2022-05-02 01:08:34.150565,,,,,,,
0.0027233336586505175,0.023069581016898155,2022-05-02 01:08:34.763438,,,,,,,
0.003152909455820918,0.022579200565814972,2022-05-02 01:08:35.370110,,,,,,,
0.003982444293797016,0.02701697312295437,2022-05-02 01:08:35.976812,,,,,,,
0.002335176570340991,0.031065668910741806,2022-05-02 01:08:36.584112,,,,,,,
0.004023069515824318,0.02642184868454933,2022-05-02 01:08:37.190254,,,,,,,
0.003266451880335808,0.026539523154497147,2022-05-02 01:08:37.797219,,,,,,,
0.003015280934050679,0.02592219039797783,2022-05-02 01:08:38.404046,,,,,,,
0.0028521856293082237,0.026928026229143143,2022-05-02 01:08:39.010536,,,,,,,
0.002612461568787694,0.020942984148859978,2022-05-02 01:08:39.617760,,,,,,,
0.0015548759838566184,0.025966687127947807,2022-05-02 01:08:40.224420,,,,,,,
0.0017619978170841932,0.026186000555753708,2022-05-02 01:08:40.831353,,,,,,,
0.0028866601642221212,0.029207108542323112,2022-05-02 01:08:41.438002,,,,,,,
0.0014438562793657184,0.028927674517035484,2022-05-02 01:08:42.046136,,,,,,,
