carrier_loss,avg_msg_loss,timestamp,epoch_carrier_loss,epoch_avg_msg_loss,lr,val epoch carrier loss,val epoch msg loss,val epoch carrier SnR,val epoch msg SnR
0.04072918742895126,0.03993239253759384,2022-05-02 14:40:33.582661,,,,,,,
0.05114055797457695,0.0305315088480711,2022-05-02 14:40:33.796283,,,,,,,
0.044163625687360764,0.04555439203977585,2022-05-02 14:40:34.000387,,,,,,,
0.035921610891819,0.03685452789068222,2022-05-02 14:40:34.205676,,,,,,,
0.04412499815225601,0.04370762035250664,2022-05-02 14:40:34.412255,,,,,,,
0.032427966594696045,0.05398868769407272,2022-05-02 14:40:34.615811,,,,,,,
0.03450847044587135,0.03622572869062424,2022-05-02 14:40:34.821114,,,,,,,
0.038939040154218674,0.04019421339035034,2022-05-02 14:40:35.025951,,,,,,,
0.0619218610227108,0.04181358218193054,2022-05-02 14:40:35.230298,,,,,,,
0.02867741510272026,0.04843418300151825,2022-05-02 14:40:35.435998,,,,,,,
0.03991479426622391,0.051945410668849945,2022-05-02 14:40:35.640443,,,,,,,
0.03511212393641472,0.049719251692295074,2022-05-02 14:40:35.846216,,,,,,,
0.048956554383039474,0.040199942886829376,2022-05-02 14:40:36.050503,,,,,,,
0.0302256029099226,0.038264498114585876,2022-05-02 14:40:36.255580,,,,,,,
0.034236278384923935,0.041592370718717575,2022-05-02 14:40:36.459900,,,,,,,
0.06913933902978897,0.046160921454429626,2022-05-02 14:40:36.665732,,,,,,,
0.032327476888895035,0.03608069568872452,2022-05-02 14:40:36.869492,,,,,,,
0.03572702780365944,0.043753109872341156,2022-05-02 14:40:37.074762,,,,,,,
0.0335567444562912,0.03828275203704834,2022-05-02 14:40:37.278695,,,,,,,
0.03597845137119293,0.040260136127471924,2022-05-02 14:40:37.484382,,,,,,,
0.028684010729193687,0.04686207324266434,2022-05-02 14:40:37.688724,,,,,,,
0.03211291879415512,0.05364293232560158,2022-05-02 14:40:37.893729,,,,,,,
0.05102672055363655,0.03694921359419823,2022-05-02 14:40:38.098761,,,,,,,
0.033066824078559875,0.05059664696455002,2022-05-02 14:40:38.304052,,,,,,,
0.02476515993475914,0.05332251638174057,2022-05-02 14:40:38.507489,,,,,,,
0.016861142590641975,0.04885569214820862,2022-05-02 14:40:38.712153,,,,,,,
0.027421005070209503,0.044115930795669556,2022-05-02 14:40:38.916200,,,,,,,
0.022432617843151093,0.046357929706573486,2022-05-02 14:40:39.120887,,,,,,,
0.020550772547721863,0.038097020238637924,2022-05-02 14:40:39.325709,,,,,,,
0.03028741665184498,0.054756999015808105,2022-05-02 14:40:39.530424,,,,,,,
0.04003719240427017,0.051208894699811935,2022-05-02 14:40:39.734200,,,,,,,
0.021424496546387672,0.03979356586933136,2022-05-02 14:40:39.946371,,,,,,,
0.026331281289458275,0.04658416658639908,2022-05-02 14:40:40.150392,,,,,,,
0.024628905579447746,0.04330643266439438,2022-05-02 14:40:40.355102,,,,,,,
0.02196389250457287,0.04313768446445465,2022-05-02 14:40:40.558969,,,,,,,
0.020841259509325027,0.043096013367176056,2022-05-02 14:40:40.763929,,,,,,,
0.016406653448939323,0.042529940605163574,2022-05-02 14:40:40.972235,,,,,,,
0.015483022667467594,0.04497286677360535,2022-05-02 14:40:41.176572,,,,,,,
0.015063379891216755,0.04445001482963562,2022-05-02 14:40:41.380430,,,,,,,
0.022979483008384705,0.04071717709302902,2022-05-02 14:40:41.585339,,,,,,,
0.016787193715572357,0.036700356751680374,2022-05-02 14:40:41.788828,,,,,,,
0.017665700986981392,0.03712369501590729,2022-05-02 14:40:41.994732,,,,,,,
0.018848760053515434,0.044164396822452545,2022-05-02 14:40:42.198643,,,,,,,
0.010719036683440208,0.045856773853302,2022-05-02 14:40:42.403224,,,,,,,
0.011686711572110653,0.05000850185751915,2022-05-02 14:40:42.607187,,,,,,,
0.005978771485388279,0.044500596821308136,2022-05-02 14:40:42.812179,,,,,,,
0.00709785521030426,0.04381268471479416,2022-05-02 14:40:43.016195,,,,,,,
0.00979060772806406,0.04602173715829849,2022-05-02 14:40:43.221001,,,,,,,
0.009132856503129005,0.03906843811273575,2022-05-02 14:40:43.426363,,,,,,,
0.013562479987740517,0.036131806671619415,2022-05-02 14:40:43.631513,,,,,,,
0.008808025158941746,0.042903658002614975,2022-05-02 14:40:43.835888,,,,,,,
0.005612731445580721,0.04246578738093376,2022-05-02 14:40:44.041242,,,,,,,
0.005363046657294035,0.04176683723926544,2022-05-02 14:40:44.245641,,,,,,,
0.006924321409314871,0.04325960576534271,2022-05-02 14:40:44.450684,,,,,,,
0.005337805021554232,0.04611264169216156,2022-05-02 14:40:44.654186,,,,,,,
